queue_action_id,action_type,target_scope,source_residual_ids,product,contract_role,contract,period,physical_path,current_evidence,recommended_action,requires_code_change,requires_manifest_change,requires_db_write,requires_parquet_write,requires_rqdata,risk_level,rollback_method
ACT-ed3c8aad2bfa0675,rebuild_derived_period_from_1m,eb:60m:2019-09-26:2026-07-10,"[""RES-540406a7fdaac33f""]",eb,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2019-09-26"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-888d738fa6b0cf91,rebuild_derived_period_from_1m,eg:15m:2018-12-10:2026-07-10,"[""RES-fc788372c33d6049""]",eg,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2018-12-10"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-4993c44ac6d3b27a,rebuild_derived_period_from_1m,eg:30m:2018-12-10:2026-07-10,"[""RES-51f5fe6eceda714a""]",eg,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2018-12-10"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-eb11e2b0dfcd2927,rebuild_derived_period_from_1m,eg:5m:2018-12-10:2026-07-10,"[""RES-d6e9023a3b46c8cf""]",eg,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2018-12-10"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-7fa402bc0ca04ce9,rebuild_derived_period_from_1m,eg:60m:2018-12-10:2026-07-10,"[""RES-ade89df919726204""]",eg,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2018-12-10"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-3ff2f335bd91b178,rebuild_derived_period_from_1m,fb:15m:2013-12-06:2026-07-10,"[""RES-d43b73493d83540f""]",fb,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-12-06"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-8865f541cc8018dd,rebuild_derived_period_from_1m,fb:30m:2013-12-06:2026-07-10,"[""RES-6648511e9fa456fe""]",fb,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-12-06"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-e8452d61674f4a82,rebuild_derived_period_from_1m,fb:5m:2013-12-06:2026-07-10,"[""RES-35312553bcbf7efd""]",fb,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-12-06"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-44113cdea8b38e0c,rebuild_derived_period_from_1m,fb:60m:2013-12-06:2026-07-10,"[""RES-8cc7ab79977c8d4e""]",fb,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-12-06"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-c4cc6c09a8ad9b3f,rebuild_derived_period_from_1m,fg:15m:2012-12-03:2026-07-10,"[""RES-d744451f8ada5620""]",fg,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2012-12-03"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-057f7eb9605c8c1a,rebuild_derived_period_from_1m,fg:30m:2012-12-03:2026-07-10,"[""RES-1795ac08c1fa7276""]",fg,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2012-12-03"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-9c60aea3be6cff94,rebuild_derived_period_from_1m,fg:5m:2012-12-03:2026-07-10,"[""RES-94cb324cdeaf6b06""]",fg,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2012-12-03"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-b921d26077189ee8,rebuild_derived_period_from_1m,fg:60m:2012-12-03:2026-07-10,"[""RES-7769591b241250a3""]",fg,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2012-12-03"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-723f10b61df53bde,rebuild_derived_period_from_1m,fu:15m:2010-01-04:2026-07-10,"[""RES-6c8fea30444316d4""]",fu,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-4071a643aaf94eb6,rebuild_derived_period_from_1m,fu:30m:2010-01-04:2026-07-10,"[""RES-46880041cce8fb1d""]",fu,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-c384af607928d4f3,rebuild_derived_period_from_1m,fu:5m:2010-01-04:2026-07-10,"[""RES-9aae1aac47ac1f01""]",fu,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-d96b78d51941a22a,rebuild_derived_period_from_1m,fu:60m:2010-01-04:2026-07-10,"[""RES-7062247bc39c744e""]",fu,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-339be03bda4f2898,rebuild_derived_period_from_1m,hc:15m:2014-03-21:2026-07-10,"[""RES-bb39845615ad4700""]",hc,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2014-03-21"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-00a01a822c04bdd3,rebuild_derived_period_from_1m,hc:30m:2014-03-21:2026-07-10,"[""RES-7a89483d3334e92a""]",hc,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2014-03-21"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-ea52dab15a0f7b3b,rebuild_derived_period_from_1m,hc:5m:2014-03-21:2026-07-10,"[""RES-ca662bec1b8a7c16""]",hc,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2014-03-21"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-3276ae7ffb8d5ede,rebuild_derived_period_from_1m,hc:60m:2014-03-21:2026-07-10,"[""RES-83b8790c7d6b1616""]",hc,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2014-03-21"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-e45ea21f6efa9e3b,rebuild_derived_period_from_1m,i:15m:2013-10-18:2026-07-10,"[""RES-00549295242f3e72""]",i,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-10-18"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-c99c8778221ce9b9,rebuild_derived_period_from_1m,i:30m:2013-10-18:2026-07-10,"[""RES-4007872bf3377b1c""]",i,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-10-18"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-3f971e4691f1fc8b,rebuild_derived_period_from_1m,i:5m:2013-10-18:2026-07-10,"[""RES-45fb447126ef84f1""]",i,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-10-18"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-90f58f12df1e1658,rebuild_derived_period_from_1m,i:60m:2013-10-18:2026-07-10,"[""RES-89395872b173a40e""]",i,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-10-18"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-1850369bb9fabeef,rebuild_derived_period_from_1m,ic:15m:2015-04-16:2026-07-10,"[""RES-881861484361c232""]",ic,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2015-04-16"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-a6d02dbfd0ae453b,rebuild_derived_period_from_1m,ic:30m:2015-04-16:2026-07-10,"[""RES-a025f75fd88d3e0c""]",ic,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2015-04-16"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-7268f8f5696c50f5,rebuild_derived_period_from_1m,ic:5m:2015-04-16:2026-07-10,"[""RES-0d31ace41bcf0cc2""]",ic,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2015-04-16"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-b0bc52342c58f853,rebuild_derived_period_from_1m,ic:60m:2015-04-16:2026-07-10,"[""RES-833d03998f098dba""]",ic,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2015-04-16"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-caece854276fa312,rebuild_derived_period_from_1m,if:15m:2010-04-16:2026-07-10,"[""RES-d1bfe26e60d6fdfa""]",if,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-04-16"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-e6185719c27b5223,rebuild_derived_period_from_1m,if:30m:2010-04-16:2026-07-10,"[""RES-90b647e68713e400""]",if,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-04-16"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-b1c7f1e39f8d2d2e,rebuild_derived_period_from_1m,if:5m:2010-04-16:2026-07-10,"[""RES-8f585a9ee3e140cb""]",if,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-04-16"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-04a235cdbda6a52a,rebuild_derived_period_from_1m,if:60m:2010-04-16:2026-07-10,"[""RES-ccc23c586f05248a""]",if,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-04-16"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-bb9672633422a720,rebuild_derived_period_from_1m,ih:15m:2015-04-16:2026-07-10,"[""RES-3b46eead477d645f""]",ih,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2015-04-16"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-5b4ed7160342bd9f,rebuild_derived_period_from_1m,ih:30m:2015-04-16:2026-07-10,"[""RES-ff7e2f51badd8603""]",ih,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2015-04-16"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-2359cf4d0dce5fd0,rebuild_derived_period_from_1m,ih:5m:2015-04-16:2026-07-10,"[""RES-12f0599277f24e45""]",ih,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2015-04-16"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-63e76de6e3c700ec,rebuild_derived_period_from_1m,ih:60m:2015-04-16:2026-07-10,"[""RES-43b6c699c2751e20""]",ih,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2015-04-16"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-1ff4c50e5f8dbd76,rebuild_derived_period_from_1m,j:15m:2011-04-15:2026-07-10,"[""RES-bbaf855e6248df60""]",j,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2011-04-15"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-68b33d31a840b6e3,rebuild_derived_period_from_1m,j:30m:2011-04-15:2026-07-10,"[""RES-2c00391fa80a746f""]",j,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2011-04-15"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-de61d810e1d2635d,rebuild_derived_period_from_1m,j:5m:2011-04-15:2026-07-10,"[""RES-d03b98a179b0cffe""]",j,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2011-04-15"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-aa01919ac41b15e1,rebuild_derived_period_from_1m,j:60m:2011-04-15:2026-07-10,"[""RES-f53e2a060b3cd7c2""]",j,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2011-04-15"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-a4eb7b6387683beb,rebuild_derived_period_from_1m,jd:15m:2013-11-08:2026-07-10,"[""RES-4a80ef658ca71eaf""]",jd,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-11-08"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-4f96d09fc8455267,rebuild_derived_period_from_1m,jd:30m:2013-11-08:2026-07-10,"[""RES-acb58db6fe6ece11""]",jd,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-11-08"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-661cc6601919396c,rebuild_derived_period_from_1m,jd:5m:2013-11-08:2026-07-10,"[""RES-a670c9be87e42579""]",jd,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-11-08"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-4667e75e0152828b,rebuild_derived_period_from_1m,jd:60m:2013-11-08:2026-07-10,"[""RES-94695900de1ab712""]",jd,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-11-08"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-95873ea285f31bbd,rebuild_derived_period_from_1m,jm:15m:2013-03-22:2026-07-10,"[""RES-054d84b2f5c2f09d""]",jm,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-03-22"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-8051e14f2586a49f,rebuild_derived_period_from_1m,jm:30m:2013-03-22:2026-07-10,"[""RES-4ce8f842be8e8c8b""]",jm,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-03-22"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-58e073f079e28bc8,rebuild_derived_period_from_1m,jm:5m:2013-03-22:2026-07-10,"[""RES-e9984bcd08e4bdd9""]",jm,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-03-22"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-1929163be24c2724,rebuild_derived_period_from_1m,jm:60m:2013-03-22:2026-07-10,"[""RES-9cf1bd1933480a04""]",jm,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-03-22"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-c8369cabb1d7e0d4,rebuild_derived_period_from_1m,jr:15m:2013-11-18:2026-07-10,"[""RES-e81da99cf0ec3b76""]",jr,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-11-18"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-a5220c2549d30492,rebuild_derived_period_from_1m,jr:30m:2013-11-18:2026-07-10,"[""RES-943e43bac798fdc8""]",jr,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-11-18"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-16d1aaba3b93bdef,rebuild_derived_period_from_1m,jr:5m:2013-11-18:2026-07-10,"[""RES-3aa42a137b6ff317""]",jr,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-11-18"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-7d936e5cba932377,rebuild_derived_period_from_1m,jr:60m:2013-11-18:2026-07-10,"[""RES-e45f4ef1cedd4ec8""]",jr,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2013-11-18"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-80f2c51067048b33,rebuild_derived_period_from_1m,l:15m:2010-01-04:2026-07-10,"[""RES-bdaae376e496506c""]",l,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-ff33ccc8a1d979be,rebuild_derived_period_from_1m,l:30m:2010-01-04:2026-07-10,"[""RES-a5be98fd8f252c2b""]",l,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-67822dba0d27bbd7,rebuild_derived_period_from_1m,l:5m:2010-01-04:2026-07-10,"[""RES-ec7ef127e3a83a2c""]",l,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-ad000233b4cc485d,rebuild_derived_period_from_1m,l:60m:2010-01-04:2026-07-10,"[""RES-a708436a9cf96750""]",l,dominant_main,,60m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-a5b9c1e7dd96f00e,rebuild_derived_period_from_1m,m:15m:2010-01-04:2026-07-10,"[""RES-b8f9b8fa095b85ec""]",m,dominant_main,,15m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-6e890d25ef2eb5a8,rebuild_derived_period_from_1m,m:30m:2010-01-04:2026-07-10,"[""RES-110033106a5f6a2f""]",m,dominant_main,,30m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
ACT-5f6f7aad67f83f5a,rebuild_derived_period_from_1m,m:5m:2010-01-04:2026-07-10,"[""RES-1fdf152412b7b71e""]",m,dominant_main,,5m,,"{""expected_end"":""2026-07-10"",""expected_start"":""2010-01-04"",""observed_start"":""2020-01-02"",""source_role"":""derived_from_1m""}",Build the missing derived interval locally from canonical 1m and version all Parquet/manifest/DB outputs.,false,true,true,true,false,high,Remove only the newly versioned derived outputs and restore manifest/DB snapshots.
