product,contract_role,period,source_role,listing_start,provider_authoritative_start,provider_metadata_support,physical_min,target_start,target_end,boundary_status,boundary_reason,physical_coverage,registration,quality,reference_metadata,evidence_path_count,identity_conflict,physical_path_count,manifest_record_count,db_record_count,checksum_status_counts,profile_eligibility_statuses,residual_reasons,recommended_next_task
eb,dominant_main,30m,derived_from_1m,2019-09-26,,absent,2020-01-02,2019-09-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
eb,dominant_main,5m,derived_from_1m,2019-09-26,,absent,2020-01-02,2019-09-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
eb,dominant_main,60m,derived_from_1m,2019-09-26,,absent,2020-01-02,2019-09-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ec,dominant_main,15m,derived_from_1m,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ec,dominant_main,1d,derived_from_1m,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ec,dominant_main,1d,direct,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ec,dominant_main,1m,direct,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ec,dominant_main,1w,direct,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ec,dominant_main,30m,derived_from_1m,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ec,dominant_main,5m,derived_from_1m,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ec,dominant_main,60m,derived_from_1m,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
eg,dominant_main,15m,derived_from_1m,2018-12-10,,absent,2020-01-02,2018-12-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
eg,dominant_main,1d,derived_from_1m,2018-12-10,,absent,2018-12-10,2018-12-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
eg,dominant_main,1d,direct,2018-12-10,,absent,2018-12-10,2018-12-10,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
eg,dominant_main,1m,direct,2018-12-10,,absent,2018-12-10,2018-12-10,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
eg,dominant_main,1w,direct,2018-12-10,,absent,2018-12-14,2018-12-14,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,1,"{""declared_conflict"": 1, ""matched"": 4}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
eg,dominant_main,30m,derived_from_1m,2018-12-10,,absent,2020-01-02,2018-12-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
eg,dominant_main,5m,derived_from_1m,2018-12-10,,absent,2020-01-02,2018-12-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
eg,dominant_main,60m,derived_from_1m,2018-12-10,,absent,2020-01-02,2018-12-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
fb,dominant_main,15m,derived_from_1m,2013-12-06,,absent,2020-01-02,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
fb,dominant_main,1d,derived_from_1m,2013-12-06,,absent,2013-12-06,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,failed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""quality=failed"", ""reference_metadata=gap""]",B2-04A-residual-triage
fb,dominant_main,1d,direct,2013-12-06,,absent,2013-12-06,2013-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,failed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""quality=failed"", ""reference_metadata=gap""]",B2-04A-residual-triage
fb,dominant_main,1m,direct,2013-12-06,,absent,2013-12-06,2013-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
fb,dominant_main,1w,direct,2013-12-06,,absent,2013-12-06,2013-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,1,"{""declared_conflict"": 1, ""matched"": 4}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
fb,dominant_main,30m,derived_from_1m,2013-12-06,,absent,2020-01-02,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
fb,dominant_main,5m,derived_from_1m,2013-12-06,,absent,2020-01-02,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
fb,dominant_main,60m,derived_from_1m,2013-12-06,,absent,2020-01-02,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
fg,dominant_main,15m,derived_from_1m,2012-12-03,,absent,2020-01-02,2012-12-03,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
fg,dominant_main,1d,derived_from_1m,2012-12-03,,absent,2012-12-03,2012-12-03,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
fg,dominant_main,1d,direct,2012-12-03,,absent,2012-12-03,2012-12-03,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
fg,dominant_main,1m,direct,2012-12-03,,absent,2012-12-03,2012-12-03,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
fg,dominant_main,1w,direct,2012-12-03,,absent,2012-12-07,2012-12-07,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,1,"{""declared_conflict"": 1, ""matched"": 4}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
fg,dominant_main,30m,derived_from_1m,2012-12-03,,absent,2020-01-02,2012-12-03,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
fg,dominant_main,5m,derived_from_1m,2012-12-03,,absent,2020-01-02,2012-12-03,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
fg,dominant_main,60m,derived_from_1m,2012-12-03,,absent,2020-01-02,2012-12-03,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
fu,dominant_main,15m,derived_from_1m,2004-08-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
fu,dominant_main,1d,derived_from_1m,2004-08-25,,absent,2004-08-25,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
fu,dominant_main,1d,direct,2004-08-25,,absent,2004-08-25,2004-08-25,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
fu,dominant_main,1m,direct,2004-08-25,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
fu,dominant_main,1w,direct,2004-08-25,,absent,2004-08-27,2004-08-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,1,"{""declared_conflict"": 1, ""matched"": 4}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
fu,dominant_main,30m,derived_from_1m,2004-08-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
fu,dominant_main,5m,derived_from_1m,2004-08-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
fu,dominant_main,60m,derived_from_1m,2004-08-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
hc,dominant_main,15m,derived_from_1m,2014-03-21,,absent,2020-01-02,2014-03-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
hc,dominant_main,1d,derived_from_1m,2014-03-21,,absent,2014-03-21,2014-03-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
hc,dominant_main,1d,direct,2014-03-21,,absent,2014-03-21,2014-03-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
hc,dominant_main,1m,direct,2014-03-21,,absent,2014-03-21,2014-03-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
hc,dominant_main,1w,direct,2014-03-21,,absent,2014-03-21,2014-03-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,1,"{""declared_conflict"": 1, ""matched"": 4}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
hc,dominant_main,30m,derived_from_1m,2014-03-21,,absent,2020-01-02,2014-03-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
hc,dominant_main,5m,derived_from_1m,2014-03-21,,absent,2020-01-02,2014-03-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
hc,dominant_main,60m,derived_from_1m,2014-03-21,,absent,2020-01-02,2014-03-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
i,dominant_main,15m,derived_from_1m,2013-10-18,,absent,2020-01-02,2013-10-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
i,dominant_main,1d,derived_from_1m,2013-10-18,,absent,2013-10-18,2013-10-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
i,dominant_main,1d,direct,2013-10-18,,absent,2013-10-18,2013-10-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
i,dominant_main,1m,direct,2013-10-18,,absent,2013-10-18,2013-10-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
i,dominant_main,1w,direct,2013-10-18,,absent,2013-10-18,2013-10-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,1,"{""declared_conflict"": 1, ""matched"": 4}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
i,dominant_main,30m,derived_from_1m,2013-10-18,,absent,2020-01-02,2013-10-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
i,dominant_main,5m,derived_from_1m,2013-10-18,,absent,2020-01-02,2013-10-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
i,dominant_main,60m,derived_from_1m,2013-10-18,,absent,2020-01-02,2013-10-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ic,dominant_main,15m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ic,dominant_main,1d,derived_from_1m,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ic,dominant_main,1d,direct,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ic,dominant_main,1m,direct,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ic,dominant_main,1w,direct,2015-04-16,,absent,2015-04-17,2015-04-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,1,"{""declared_conflict"": 1, ""matched"": 4}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
ic,dominant_main,30m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ic,dominant_main,5m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ic,dominant_main,60m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
if,dominant_main,15m,derived_from_1m,2010-04-16,,absent,2020-01-02,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
if,dominant_main,1d,derived_from_1m,2010-04-16,,absent,2010-04-16,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
if,dominant_main,1d,direct,2010-04-16,,absent,2010-04-16,2010-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
if,dominant_main,1m,direct,2010-04-16,,absent,2010-04-16,2010-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
if,dominant_main,1w,direct,2010-04-16,,absent,2010-04-16,2010-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,1,"{""declared_conflict"": 1, ""matched"": 4}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
if,dominant_main,30m,derived_from_1m,2010-04-16,,absent,2020-01-02,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
if,dominant_main,5m,derived_from_1m,2010-04-16,,absent,2020-01-02,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
if,dominant_main,60m,derived_from_1m,2010-04-16,,absent,2020-01-02,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ih,dominant_main,15m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ih,dominant_main,1d,derived_from_1m,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ih,dominant_main,1d,direct,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ih,dominant_main,1m,direct,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ih,dominant_main,1w,direct,2015-04-16,,absent,2015-04-17,2015-04-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,1,"{""declared_conflict"": 1, ""matched"": 4}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
ih,dominant_main,30m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ih,dominant_main,5m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ih,dominant_main,60m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
im,dominant_main,15m,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
im,dominant_main,1d,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
im,dominant_main,1d,direct,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
im,dominant_main,1m,direct,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
im,dominant_main,1w,direct,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
im,dominant_main,30m,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
im,dominant_main,5m,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
im,dominant_main,60m,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
j,dominant_main,15m,derived_from_1m,2011-04-15,,absent,2020-01-02,2011-04-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
